"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Variation %"
"08/09/2022","114,45","115,01","115,01","114,45","-1,76%"
"06/09/2022","116,50","116,50","116,50","116,50","0,77%"
"31/08/2022","115,61","117,63","117,63","115,61","-2,03%"
"29/08/2022","118,00","118,00","118,00","118,00","-2,48%"
"23/08/2022","121,00","121,00","121,00","121,00","-5,69%"
"11/08/2022","128,30","128,30","128,30","128,30","-0,39%"
"05/08/2022","128,80","128,80","128,80","128,80","0,63%"
"03/08/2022","128,00","128,00","128,00","128,00","2,58%"
"26/07/2022","124,78","124,54","126,03","124,54","2,28%"
"19/07/2022","122,00","122,00","122,00","121,60","1,24%"
"08/07/2022","120,50","120,50","120,50","120,50","3,26%"
"29/06/2022","116,70","116,70","116,70","116,70","-0,26%"
"27/06/2022","117,00","117,00","117,00","117,00","0,00%"
"20/06/2022","117,00","117,00","117,00","117,00","-0,97%"
"17/06/2022","118,15","118,15","118,15","118,15","1,00%"
"15/06/2022","116,98","116,98","116,98","116,98","-5,81%"
"03/06/2022","124,20","124,04","124,44","124,04","-1,43%"
"23/05/2022","126,00","126,00","126,00","126,00","0,81%"
"11/05/2022","124,99","125,00","125,00","124,99","-3,48%"
"02/05/2022","129,50","129,50","129,50","129,50","0,40%"
"22/04/2022","128,99","129,00","129,00","128,99","-0,01%"
"13/04/2022","129,00","129,00","129,00","129,00","-6,99%"
"21/03/2022","138,70","136,00","138,70","136,00","1,99%"
"17/03/2022","136,00","136,00","136,00","136,00","-2,86%"
"14/02/2022","140,00","140,00","140,00","140,00","-0,60%"
"04/02/2022","140,85","140,86","140,86","140,85","-1,85%"
"03/02/2022","143,50","143,50","143,50","143,50","-2,38%"
"17/01/2022","147,00","147,00","147,00","147,00","-2,20%"
"14/12/2021","150,30","150,30","150,30","150,30","0,19%"
"22/10/2021","150,01","150,01","150,01","150,01","-1,34%"
"21/10/2021","152,04","152,04","152,04","152,04","-0,17%"
"04/06/2021","152,30","152,30","152,30","152,30","-0,79%"
"28/05/2021","153,51","153,51","153,51","153,51","0,33%"
"14/05/2021","153,00","153,00","153,00","153,00","-0,65%"
"30/04/2021","154,00","154,00","154,00","154,00","-2,22%"
"28/04/2021","157,50","156,00","157,50","156,00","0,16%"
"23/04/2021","157,25","157,25","157,25","157,25","1,60%"
"16/04/2021","154,78","154,78","154,78","154,78","-0,30%"
"18/03/2021","155,25","155,25","155,25","155,25","0,34%"
"02/03/2021","154,72","154,72","154,72","154,72","-5,08%"
"29/01/2021","163,00","163,00","163,00","163,00","1,88%"
"28/01/2021","160,00","160,00","160,00","160,00","-0,68%"
"25/01/2021","161,10","161,10","161,10","161,10","-0,06%"
"21/01/2021","161,19","161,20","161,20","161,19","1,69%"
"30/10/2020","158,51","158,51","158,51","158,51","0,00%"
"26/10/2020","158,51","158,51","158,51","158,51","0,89%"
"28/08/2020","157,11","157,11","157,11","157,11","0,22%"
"05/08/2020","156,77","156,77","156,77","156,77","-4,70%"
"03/08/2020","164,50","164,50","164,50","164,50","3,32%"
"29/07/2020","159,21","159,21","159,21","159,21","1,07%"
"28/07/2020","157,52","157,52","157,52","157,52","1,30%"
"23/07/2020","155,50","155,50","155,50","155,50","0,32%"
"21/07/2020","155,00","155,00","155,00","155,00","-0,51%"
"16/07/2020","155,80","155,80","155,80","155,80","2,10%"
"14/07/2020","152,60","152,60","152,60","152,60","-0,49%"
"13/07/2020","153,35","153,35","153,35","153,35","0,64%"
"07/07/2020","152,37","152,37","152,37","152,37","-2,33%"
"30/06/2020","156,00","156,00","156,00","156,00","2,16%"
"25/06/2020","152,70","152,70","152,70","152,70","1,80%"
"25/05/2020","150,00","150,00","150,00","150,00","0,67%"
"22/05/2020","149,00","149,00","149,00","149,00","1,02%"
"21/05/2020","147,50","147,50","147,50","147,50","-0,16%"
"18/05/2020","147,74","147,70","147,74","147,70","1,60%"
"15/05/2020","145,41","145,41","145,41","145,41","-3,06%"
"13/05/2020","150,00","150,00","150,00","150,00","-0,33%"
"30/04/2020","150,50","150,50","150,50","150,50","-0,33%"
"28/04/2020","151,00","151,00","151,00","151,00","1,48%"
"27/04/2020","148,80","148,80","148,80","148,80","0,20%"
"23/04/2020","148,50","148,50","148,50","148,50","0,07%"
"20/04/2020","148,40","148,40","148,40","148,40","2,35%"
"15/04/2020","144,99","144,99","144,99","144,99","0,02%"
"09/04/2020","144,96","144,55","144,96","144,55","0,60%"
"30/03/2020","144,09","144,09","144,09","144,09","8,34%"
"19/03/2020","133,00","135,00","135,00","133,00","-15,95%"
"10/03/2020","158,24","158,24","158,24","158,24","-0,92%"
"05/03/2020","159,71","159,71","159,71","159,71","0,22%"
"04/03/2020","159,36","159,10","159,36","159,10","-0,39%"
"03/03/2020","159,99","159,99","159,99","159,99","0,31%"
"28/02/2020","159,50","156,85","159,50","156,85","0,69%"
"26/02/2020","158,40","158,40","158,40","158,40","-1,77%"
"25/02/2020","161,26","161,26","161,26","161,26","1,83%"
"24/02/2020","158,36","158,36","158,36","158,36","-0,71%"
"20/02/2020","159,50","161,26","161,26","159,50","-0,31%"
"19/02/2020","160,00","160,00","160,00","160,00","1,48%"
"18/02/2020","157,67","157,67","157,67","157,67","-0,68%"
"14/02/2020","158,75","159,00","159,00","158,75","-0,34%"
"10/02/2020","159,29","159,29","159,29","159,29","0,31%"
"06/02/2020","158,80","158,80","158,80","158,80","0,13%"
"04/02/2020","158,60","159,20","159,20","158,60","-0,58%"
"31/01/2020","159,53","158,57","159,53","158,57","0,79%"
"30/01/2020","158,28","158,28","158,28","158,28","0,25%"
"29/01/2020","157,88","157,88","157,88","157,88","-0,14%"
"28/01/2020","158,10","158,10","158,10","158,10","0,79%"
"23/01/2020","156,86","156,86","156,86","156,86","0,20%"
"22/01/2020","156,54","157,50","157,50","156,54","0,73%"
"17/01/2020","155,41","155,40","155,41","155,40","-0,39%"
"16/01/2020","156,02","156,02","156,02","156,02","0,33%"
"15/01/2020","155,50","155,50","155,50","155,50","0,95%"
"14/01/2020","154,03","154,03","154,03","154,03","-0,56%"
"13/01/2020","154,90","154,90","154,90","154,90","-0,64%"
"08/01/2020","155,89","155,90","155,90","155,89","-0,07%"
"06/01/2020","156,00","156,00","156,00","156,00","0,12%"
"19/12/2019","155,82","155,50","155,82","155,50","0,24%"
"17/12/2019","155,45","155,45","155,45","155,45","-0,54%"
"13/12/2019","156,30","156,30","156,30","156,30","-0,26%"
"10/12/2019","156,70","156,70","156,70","156,70","-0,03%"
"09/12/2019","156,74","155,46","156,74","155,46","0,25%"
"05/12/2019","156,35","156,35","156,35","156,35","1,01%"
"03/12/2019","154,78","154,78","154,78","154,78","-1,20%"
"02/12/2019","156,66","156,66","156,66","156,66","0,10%"
"21/11/2019","156,50","156,50","156,50","156,50","-0,27%"
"20/11/2019","156,93","156,93","156,93","156,93","-0,18%"
"14/11/2019","157,21","157,21","157,21","157,21","0,07%"
"13/11/2019","157,10","157,10","157,10","157,10","0,81%"
"12/11/2019","155,83","157,11","157,11","155,83","-0,75%"
"07/11/2019","157,00","157,00","157,00","157,00","-0,17%"
"05/11/2019","157,26","157,26","157,26","157,26","-0,84%"
"04/11/2019","158,60","158,60","158,60","158,60","-0,16%"
"31/10/2019","158,86","158,86","158,86","158,86","2,19%"
"30/10/2019","155,45","155,45","155,45","155,45","-2,04%"
"29/10/2019","158,69","158,69","158,69","158,69","2,69%"
"28/10/2019","154,54","154,54","154,54","154,54","0,25%"
"14/10/2019","154,16","154,16","154,16","154,16","-2,61%"
"11/10/2019","158,29","158,29","158,29","158,29","0,60%"
"07/10/2019","157,35","157,35","157,35","157,35","-1,53%"
"03/10/2019","159,80","159,80","159,80","159,80","2,61%"
"02/10/2019","155,74","155,74","155,74","155,74","-1,80%"
"27/09/2019","158,60","158,60","158,60","158,60","1,92%"
"12/09/2019","155,61","155,61","155,61","155,61","-0,25%"
"11/09/2019","156,00","156,00","156,00","156,00","-4,88%"
"27/08/2019","164,00","164,00","164,00","164,00","2,85%"
"13/08/2019","159,46","159,46","159,46","159,46","-0,96%"
"07/08/2019","161,00","161,00","161,00","161,00","1,09%"
"05/08/2019","159,27","161,48","161,48","159,27","-0,77%"
"02/08/2019","160,50","160,69","160,69","160,50","-1,76%"
"31/07/2019","163,37","163,37","163,37","163,37","1,95%"
"25/07/2019","160,25","160,25","160,25","160,25","1,61%"
"24/07/2019","157,71","157,71","157,71","157,71","-1,31%"
"16/07/2019","159,80","159,79","159,80","159,79","1,24%"
"15/07/2019","157,85","157,85","157,85","157,85","-0,75%"
"10/07/2019","159,04","159,04","159,04","159,04","1,94%"
"05/07/2019","156,02","156,02","156,02","156,02","0,46%"
"03/07/2019","155,31","155,31","155,31","155,31","-1,58%"
"01/07/2019","157,80","154,62","157,80","154,62","2,17%"
"28/06/2019","154,45","154,45","154,45","154,45","0,12%"
"27/06/2019","154,26","153,57","154,26","153,57","-0,16%"
"24/06/2019","154,50","154,50","154,50","154,50","1,78%"
"18/06/2019","151,80","151,80","151,80","151,80","0,07%"
"17/06/2019","151,70","151,70","151,70","151,70","-0,36%"
"12/06/2019","152,25","152,25","152,25","152,25","1,90%"
"10/06/2019","149,41","149,41","149,41","149,41","-1,05%"
"07/06/2019","151,00","149,32","151,00","149,32","1,42%"
"06/06/2019","148,88","148,88","148,88","148,88","-1,53%"
"05/06/2019","151,19","151,19","151,19","151,19","1,79%"
"04/06/2019","148,53","148,53","148,53","148,53","-0,09%"
"30/05/2019","148,66","150,85","150,85","148,66","-0,89%"
"22/05/2019","150,00","149,99","150,00","149,99","-1,05%"
"13/05/2019","151,59","151,59","151,59","151,59","2,04%"
"06/05/2019","148,56","148,56","148,56","148,56","0,31%"
"03/05/2019","148,10","148,10","148,10","148,10","0,00%"
"02/05/2019","148,10","148,10","148,10","148,10","-2,62%"
"26/04/2019","152,09","153,19","153,19","152,09","1,39%"
"24/04/2019","150,00","148,75","150,00","148,75","0,07%"
"23/04/2019","149,90","149,90","149,90","149,90","1,63%"
"18/04/2019","147,50","147,50","147,50","147,50","-0,67%"
"17/04/2019","148,50","146,16","149,04","146,16","1,49%"
"15/04/2019","146,32","149,04","149,04","146,32","-0,27%"
"11/04/2019","146,71","146,71","146,71","146,71","0,18%"
"09/04/2019","146,45","149,32","149,32","146,45","-0,88%"
"01/04/2019","147,75","147,75","147,75","147,75","-1,00%"
"29/03/2019","149,24","149,00","150,31","149,00","1,56%"
"27/03/2019","146,95","147,79","147,80","146,95","-0,05%"
"26/03/2019","147,02","146,33","147,02","146,33","0,00%"
"25/03/2019","147,02","147,02","147,02","147,02","0,14%"
"22/03/2019","146,81","146,66","146,81","146,66","0,83%"
"21/03/2019","145,60","145,82","147,30","145,60","-0,15%"
"20/03/2019","145,82","145,82","145,82","145,82","0,45%"
"19/03/2019","145,16","145,16","145,16","145,16","-0,39%"
"14/03/2019","145,73","145,73","145,73","145,73","0,22%"
"08/03/2019","145,41","145,40","145,41","145,40","-0,27%"
"05/03/2019","145,81","145,81","145,81","145,81","2,35%"
"28/02/2019","142,46","142,46","142,46","142,46","-1,07%"
"27/02/2019","144,00","144,00","144,00","144,00","0,70%"
"26/02/2019","143,00","143,00","143,00","143,00","-2,46%"
"25/02/2019","146,60","146,60","146,60","146,60","2,24%"
"22/02/2019","143,39","143,39","143,39","143,39","-2,22%"
"19/02/2019","146,65","145,33","146,65","144,40","1,67%"
"18/02/2019","144,24","144,24","144,24","144,24","0,53%"
"15/02/2019","143,48","143,56","143,56","143,48","-1,38%"
"12/02/2019","145,49","145,49","145,49","145,49","2,63%"
"04/02/2019","141,76","141,76","141,76","141,76","0,50%"
"31/01/2019","141,05","141,05","141,05","141,05","-0,66%"
"28/01/2019","141,99","139,42","141,99","139,42","1,85%"
"24/01/2019","139,41","139,41","139,41","139,41","-0,32%"
"23/01/2019","139,86","139,86","139,86","139,86","0,60%"
"22/01/2019","139,03","141,01","141,01","139,03","-0,61%"
"14/01/2019","139,88","139,89","139,89","139,88","-0,97%"
"11/01/2019","141,25","141,25","141,25","141,25","1,61%"
"09/01/2019","139,01","139,01","139,01","139,01","-0,14%"
"08/01/2019","139,20","139,20","139,20","139,20","-1,96%"
"19/12/2018","141,99","139,55","141,99","139,55","0,52%"
"18/12/2018","141,25","139,79","141,31","139,79","1,07%"
"17/12/2018","139,75","139,75","139,75","139,75","-1,15%"
"14/12/2018","141,38","141,38","141,38","141,38","-0,20%"
"12/12/2018","141,66","140,70","141,66","140,70","2,44%"
"11/12/2018","138,29","138,29","138,29","138,29","-0,77%"
"06/12/2018","139,37","139,37","139,37","139,37","-0,51%"
"05/12/2018","140,08","141,00","141,00","140,08","0,42%"
"03/12/2018","139,49","139,49","139,49","139,49","0,03%"
"28/11/2018","139,45","138,57","139,45","138,57","0,64%"
"26/11/2018","138,57","138,57","138,57","138,57","-0,24%"
"23/11/2018","138,90","138,90","138,90","138,90","0,23%"
"22/11/2018","138,58","138,58","138,58","138,58","-0,77%"
"16/11/2018","139,66","140,50","140,50","139,66","-0,27%"
"08/11/2018","140,04","140,04","140,04","140,04","-0,33%"
"07/11/2018","140,50","140,50","140,50","140,50","-0,23%"
"29/10/2018","140,83","140,83","140,83","140,83","-0,40%"
"24/10/2018","141,40","141,40","141,40","141,40","0,00%"
"23/10/2018","141,40","141,40","141,40","141,40","1,10%"
"18/10/2018","139,86","139,86","139,86","139,86","-1,44%"
"17/10/2018","141,90","141,90","141,90","141,90","1,17%"
"16/10/2018","140,26","140,26","140,26","140,26","-1,05%"
"15/10/2018","141,75","140,26","141,75","140,26","1,63%"
"11/10/2018","139,48","139,05","139,48","139,05","0,14%"
"09/10/2018","139,29","141,58","141,58","139,29","0,24%"
"05/10/2018","138,96","138,96","138,96","138,96","-2,31%"
"28/09/2018","142,25","142,59","142,59","142,25","1,25%"
"27/09/2018","140,50","140,50","140,50","140,50","0,60%"
"26/09/2018","139,66","139,66","139,66","139,66","-0,24%"
"25/09/2018","140,00","140,00","140,00","140,00","-0,48%"
"20/09/2018","140,67","140,67","140,67","140,67","0,72%"
"19/09/2018","139,66","139,66","139,66","139,66","-1,64%"
"18/09/2018","141,99","141,99","141,99","141,99","0,85%"
"17/09/2018","140,79","140,34","141,46","140,34","0,42%"
"14/09/2018","140,20","140,20","140,20","140,20","0,65%"
"11/09/2018","139,30","139,30","139,30","139,30","-2,42%"
"07/09/2018","142,75","142,75","142,75","142,75","-0,09%"
"06/09/2018","142,88","142,88","142,88","142,88","1,40%"
"05/09/2018","140,91","140,91","140,91","140,91","-1,85%"
"04/09/2018","143,57","143,57","143,57","143,57","1,13%"
"03/09/2018","141,96","141,96","141,96","141,96","0,41%"
"31/08/2018","141,38","141,38","141,38","141,38","0,02%"
"28/08/2018","141,35","141,35","141,35","141,35","-0,11%"
"24/08/2018","141,51","141,51","141,51","141,51","-1,01%"
"21/08/2018","142,95","142,95","142,95","142,95","-0,63%"
"16/08/2018","143,85","143,85","143,85","143,85","0,66%"
"09/08/2018","142,91","142,99","142,99","142,89","0,43%"
"08/08/2018","142,30","142,30","142,30","142,30","-0,04%"
"07/08/2018","142,35","142,35","142,35","142,35","-0,45%"
"06/08/2018","142,99","141,65","142,99","141,65","-0,22%"
"03/08/2018","143,30","141,30","143,30","141,29","2,15%"
"02/08/2018","140,29","140,29","140,29","140,29","-0,07%"
"31/07/2018","140,39","140,39","140,39","140,39","-1,13%"
"26/07/2018","142,00","142,00","142,00","142,00","0,74%"
"25/07/2018","140,95","140,95","140,95","140,95","0,72%"
"24/07/2018","139,94","139,94","139,94","139,94","-1,03%"
"20/07/2018","141,40","141,40","141,40","141,40","0,00%"
"18/07/2018","141,40","141,40","141,40","141,40","0,23%"
"13/07/2018","141,08","141,07","141,08","141,07","0,26%"
"10/07/2018","140,72","140,72","140,72","140,72","0,61%"
"05/07/2018","139,87","139,87","139,87","139,87","-0,43%"
"03/07/2018","140,47","140,47","140,47","140,47","-0,52%"
"25/06/2018","141,20","141,20","141,20","141,20","0,31%"
"20/06/2018","140,77","140,77","140,77","140,77","-0,87%"
"19/06/2018","142,00","142,00","142,00","142,00","1,28%"
"14/06/2018","140,20","140,20","140,20","140,20","-0,56%"
"13/06/2018","140,99","140,99","140,99","140,99","1,00%"
"11/06/2018","139,60","139,60","139,60","139,60","-0,03%"
"08/06/2018","139,64","140,37","140,37","139,64","0,35%"
"07/06/2018","139,15","139,15","139,15","139,15","-1,80%"
"04/06/2018","141,70","141,70","141,70","141,70","1,07%"
"01/06/2018","140,20","140,10","140,20","140,10","-0,45%"
"31/05/2018","140,84","140,84","140,84","140,84","-1,70%"
"29/05/2018","143,27","142,50","143,27","142,50","2,35%"
"28/05/2018","139,98","139,98","139,98","139,98","-0,55%"
"24/05/2018","140,76","140,76","140,76","140,76","0,38%"
"23/05/2018","140,23","141,60","142,46","140,17","-1,52%"
"22/05/2018","142,40","140,41","142,40","140,41","0,11%"
"21/05/2018","142,25","140,81","142,25","140,81","1,67%"
"18/05/2018","139,91","141,99","141,99","139,91","-0,40%"
"17/05/2018","140,47","140,47","140,47","140,47","-0,21%"
"15/05/2018","140,76","140,76","140,76","140,76","-1,08%"
"14/05/2018","142,30","142,30","142,30","142,30","0,21%"
"11/05/2018","142,00","142,00","142,00","142,00","-0,28%"
"10/05/2018","142,40","142,30","142,40","142,30","0,91%"
"09/05/2018","141,11","141,28","141,28","141,11","-0,51%"
"08/05/2018","141,83","141,83","141,83","141,83","-0,04%"
"04/05/2018","141,88","141,88","141,88","141,88","0,11%"
"03/05/2018","141,73","141,73","141,73","141,73","0,08%"
"26/04/2018","141,61","141,58","141,61","141,58","-0,78%"
"24/04/2018","142,73","141,12","142,73","141,12","1,19%"
"23/04/2018","141,05","141,02","141,05","141,02","-1,59%"
"20/04/2018","143,33","143,33","143,33","143,33","1,03%"
"19/04/2018","141,87","141,87","141,87","141,87","-1,34%"
"18/04/2018","143,79","143,00","144,00","143,00","1,48%"
"13/04/2018","141,69","141,97","141,97","141,69","-0,60%"
"12/04/2018","142,55","142,55","142,55","142,55","0,34%"
"09/04/2018","142,06","142,06","142,06","142,06","-1,26%"
"06/04/2018","143,88","143,06","143,88","142,48","0,99%"
"05/04/2018","142,47","142,48","142,48","142,47","-1,06%"
"03/04/2018","143,99","143,00","143,99","142,68","0,87%"
"28/03/2018","142,75","144,00","144,00","142,75","-1,14%"
"27/03/2018","144,39","144,39","144,39","144,39","1,30%"
"26/03/2018","142,53","144,03","144,03","142,53","-0,95%"
"22/03/2018","143,90","141,89","143,90","141,89","2,09%"
"21/03/2018","140,96","140,96","140,96","140,96","-1,70%"
"16/03/2018","143,40","143,40","143,40","143,40","-1,10%"
"15/03/2018","144,99","143,31","144,99","143,31","0,33%"
"12/03/2018","144,52","143,73","144,52","143,73","1,41%"
"08/03/2018","142,51","142,51","142,51","142,51","-0,96%"
"07/03/2018","143,89","143,10","143,89","143,10","-0,42%"
"05/03/2018","144,50","144,50","144,50","144,50","0,38%"
"01/03/2018","143,96","144,98","144,98","143,96","-0,71%"
"28/02/2018","144,99","142,95","144,99","142,95","-0,55%"
"27/02/2018","145,79","145,00","145,79","144,50","1,52%"
"23/02/2018","143,61","143,61","143,61","143,61","0,45%"
"22/02/2018","142,96","144,00","144,00","142,96","-0,51%"
"21/02/2018","143,70","143,70","143,70","143,70","0,63%"
"20/02/2018","142,80","142,80","142,80","142,80","0,44%"
"16/02/2018","142,17","142,17","142,17","142,17","-0,58%"
"15/02/2018","143,00","143,00","143,00","143,00","-1,02%"
"13/02/2018","144,48","141,71","144,48","141,71","1,88%"
"12/02/2018","141,81","141,81","141,81","141,81","-0,71%"
"09/02/2018","142,82","144,00","144,00","142,82","-1,70%"
"07/02/2018","145,29","145,51","145,51","145,29","1,34%"
"01/02/2018","143,37","143,37","143,37","143,37","-0,22%"
"31/01/2018","143,69","143,69","143,69","143,69","0,08%"
"30/01/2018","143,57","143,57","143,57","143,57","-1,43%"
"29/01/2018","145,66","145,66","145,66","145,66","0,66%"
"17/01/2018","144,70","144,68","144,70","144,68","-1,03%"
"16/01/2018","146,20","146,20","146,20","146,20","0,29%"
"15/01/2018","145,77","145,74","145,77","145,74","0,60%"
"11/01/2018","144,90","144,90","144,90","144,90","-0,23%"
"09/01/2018","145,24","145,24","145,24","145,24","-1,86%"
"27/12/2017","148,00","148,00","148,00","148,00","2,25%"
"21/12/2017","144,75","144,75","144,75","144,75","-1,53%"
"20/12/2017","147,00","147,00","147,00","147,00","-0,14%"
"19/12/2017","147,20","148,00","148,00","147,20","-1,35%"
"18/12/2017","149,22","148,90","149,22","148,90","1,03%"
